title,price,year,mileage,brand,condition,bids,seller_score,reviews_count,link_type,status
2020 Honda Accord EX 4dr Sedan,22999.0,2020,69817,Honda,Yep Car LLC Dothan,,100%,97,Buy It Now,Active
1956 Chevrolet Bel Air/150/210,21950.0,1956,81000,Chevrolet,Pre-Owned,,100%,59,,Active
2011 Volvo S40 4dr Sdn,5500.0,2011,132668,Volvo,The Car Palace Seekonk,,100%,2,Buy It Now,Active
2017 Mercedes-Benz E300 E 300 4MATIC Sedan 4D,16995.0,2017,81430,Mercedes-Benz,Peace Motors Co LLC Portland,,0%,0,Buy It Now,Active
2022 BMW M550i xDrive M550i xDrive Sedan 4D,51800.0,2022,27393,BMW,Legacy Motorcars of GA LLC Marietta,,100%,1,Buy It Now,Active
2012 Nissan Altima BASE,5995.0,2012,123953,Nissan,Auto House of Bloomington Bloomington,,0%,0,,Active
2016 Tesla Model S 75 Sedan 4D,12999.0,2016,165678,Tesla,BucketBuddy Auto LLC West Sacramento,,98.1%,51,,Active
2022 Dodge Charger R/T,28000.0,2022,44000,Dodge,Pre-Owned,,100%,403,,Active
2020 Dodge Charger R/T,28998.0,2020,21152,Dodge,Crossroads Ford of Apex - We Can help with Financing.,,0%,242,,Active
2018 Chrysler 300 Series,12900.0,2018,49582,Chrysler,Pre-Owned,,99.9%,12800,,Active
1953 Dodge Coronet,1000.0,1953,32582,Dodge,Pre-Owned,0.0,100%,28,Auction,Active
2021 Tesla Model S Plaid,58990.0,2021,36191,Tesla,EV Auto - Bountiful Bountiful,,100%,11,,Active
2016 Toyota Corolla 4dr Sdn LE Auto,12500.0,2016,84312,Toyota,The Car Palace Seekonk,,100%,2,Buy It Now,Active
New Listing1955 Chevrolet Bel Air/150/210,77995.0,1955,385,Chevrolet,70+ Photos and Video SCROLL DOWN click READ MORE,,97.2%,590,,Active
2021 BMW M3 Competition,67991.0,2021,41700,BMW,Pre-Owned,,0%,385,,Active
2005 Maserati Quattroporte M139,7000.0,2005,50000,Maserati,Pre-Owned,0.0,100%,922,Auction,Active
2014 Chevrolet SS Sedan 4D,32333.0,2014,71278,Chevrolet,IE Auto Sales Riverside,,0%,0,Buy It Now,Active
2015 Honda Accord LX,15000.0,2015,91000,Honda,Pre-Owned,,100%,1,,Active
2024 Bentley Flying Spur Edition 8,219900.0,2024,6423,Bentley,Sky Motor Cars - CARFAX Report Is Available!,,100%,1000,Buy It Now,Active
2022 Genesis G80 Prestige,37499.0,2022,11500,Genesis,Pre-Owned,,100%,49,,Active
2018 Tesla Model 3 Long Range AWD 4dr Fastback,16500.0,2018,123332,Tesla,Sam's Auto Akron,,100%,445,Buy It Now,Active
1987 Ford Mustang LX,6995.0,1987,0,Ford,Pre-Owned,,100%,2900,,Active
2008 Maserati Quattroporte M139,19999.95,2008,56123,Maserati,Pre-Owned,,100%,4600,,Active
2013 BMW 3-Series 328i SPORT EDITION PREM/SPORTS PKG NAV HTD STS,10995.0,2013,89369,BMW,Pre-Owned,,100%,888,,Active
2022 Mercedes-Benz S-Class S580 4MATIC - BURMESTER PKG - 1 OWNER - EXEC LINE PKG,84999.0,2022,28326,Mercedes-Benz,Pre-Owned,,98.6%,1200,Buy It Now,Active
2011 Jaguar XJ XJ Base,11500.0,2011,106800,Jaguar,Pre-Owned,,100%,1900,,Active
2024 Kia Forte GT-Line,18500.0,2024,33370,Kia,Pre-Owned,,0%,1100,,Active
1954 Ford Customline,18995.0,1954,137000,Ford,Gem Classic Cars CROYDON,,100%,28,,Active
2020 Nissan Sentra,9900.0,2020,43392,Nissan,Pre-Owned,,99.9%,12800,,Active
2016 Chrysler 200 Limited 4dr Sedan,7499.0,2016,101211,Chrysler,Bank Auto Sales Wayne,,100%,724,Buy It Now,Active
2011 Cadillac CTS,6250.0,2011,141900,Cadillac,Pre-Owned,,100%,40,,Active
2023 Dodge Charger Scat Pack Sedan 4D,31999.0,2023,14427,Dodge,Miami Luxury Motors Miami,,0%,0,,Active
2019 Honda Civic Si Sedan 4D,21999.0,2019,41223,Honda,IE Auto Sales Riverside,,0%,0,Buy It Now,Active
2023 Tesla Model 3 Base,24000.0,2023,32461,Tesla,EV Auto - Bountiful Bountiful,,100%,11,,Active
2004 Volvo S60 R Type No reserve Turbo AWD s60R V70R Free Shipping,9800.0,2004,140655,Volvo,Pre-Owned,,100%,725,,Active
"New Listing2024 Mercedes-Benz C-Class S AMG E Performance -671 Horsepower, AMG Night Pac",71990.0,2024,2401,Mercedes-Benz,"50+ Photos SCROLL DOWN Click ""READ MORE""",,100%,313,,Active
2024 Honda Civic Sport,22576.0,2024,27758,Honda,Varsity Auto Group Westbury,,0%,0,,Active
2023 BMW i7 xDrive60,62999.0,2023,39678,BMW,TxTCharlie Fort Lauderdale,,100%,4,Buy It Now,Active
"2021 Mercedes-Benz E-Class 4MATIC PREMIUM PKG, DRIVER ASSISTANCE, AMG LINE, N",34500.0,2021,33800,Mercedes-Benz,Auto Collection of Murfreesboro Murfreesboro 5% DEPOSIT,,99.6%,970,,Active
2018 Mercedes-Benz E-Class AMG E 63 S 4MATIC Sedan,46500.0,2018,85950,Mercedes-Benz,Pre-Owned,,100%,126,,Active
2014 Dodge Charger POLICE,8500.0,2014,180000,Dodge,Pre-Owned,,0%,0,,Active
2023 Nissan Maxima 3.5 SR,27999.0,2023,43242,Nissan,Prestige Auto Remarketing Phoenix,,100%,10,Buy It Now,Active
2021 Bentley Flying Spur BESPOKE EDITION- OVER $90K IN UPGRADES Sy 480-695-5002,189800.0,2021,12510,Bentley,Brand New,,100%,298,Buy It Now,Active
2023 Porsche Taycan,61999.0,2023,18989,Porsche,TxTCharlie Fort Lauderdale,,100%,4,Buy It Now,Active
2024 BMW M3 Competition,89420.0,2024,9020,BMW,Varsity Auto Group Westbury,,0%,0,,Active
2016 Chrysler 300 300 Limited Sedan 4D,9795.0,2016,124429,Chrysler,Concierge Auto Group Glendale,,100%,20,Buy It Now,Active
2002 INFINITI Q45 Prototype Sedan! Factory Promo and Pace Car! One o,27800.0,2002,12477,Infiniti,Chicago Motor Cars Naperville,,100%,1600,,Active
2001 BMW 7-Series 740I SPORT PACKAGE ABSOLUTELY IMMACULATE 43K MILES ONLY,48999.0,2001,43454,BMW,WE SHIP NATIONWIDE,,100%,4200,,Active
"2018 Mercedes-Benz CLA-Class CLA 45 4MATIC Coupe Sedan 2-Owner 65,324 Serviced",27888.0,2018,65324,Mercedes-Benz,Clean AutoCheck Heated Seats Keyless Start Entry Loaded,,99.4%,2900,,Active
1947 Ford Sedan Deluxe,14995.0,1947,802,Ford,Pre-Owned,,80%,40,,Active
1955 Pontiac Other,20000.0,1955,90,Pontiac,Pre-Owned,,100%,951,,Active
"2014 BMW 7-Series 750Li RWD Sedan W/Executive, M Sport & Lighting Pa",14990.0,2014,84604,BMW,Call Chris at Encore with any questions! 941*915*7637,,0%,286,,Active
2020 Nissan Altima S,16000.0,2020,181000,Nissan,Pre-Owned,,100%,121,,Active
2016 Mercedes-Benz S-Class 4dr Sedan S 550 RWD,24800.0,2016,99800,Mercedes-Benz,Pre-Owned,,100%,315,,Active
2023 Mercedes-Benz Maybach S680 Maybach S 680,159980.0,2023,34200,Mercedes-Benz,Limited Spec Miami,,94.7%,635,,Active
2023 Audi A3 Premium 40 TFSI,25500.0,2023,45100,Audi,Pre-Owned,,100%,785,,Active
"2018 Mercedes-Benz C-Class AMG C 43 4MATIC Designo 2-Owner 69,439 Miles Serviced",28988.0,2018,69439,Mercedes-Benz,Clean AutoCheck Heated Seats Multimedia Pkg Loaded WoW,,99.4%,2900,,Active
2019 Mitsubishi Mirage ES,8850.0,2019,67398,Mitsubishi,Pre-Owned,,0%,1100,,Active
2011 Subaru Impreza 2.5i Premium AWD 4dr Sedan 4A,8400.0,2011,115688,Subaru,Sam's Auto Akron,,100%,445,Buy It Now,Active
2022 Honda Accord Sport CVT,25099.0,2022,29577,Honda,"OFF LEASE CARS, INC Carol Stream",,100%,21,Buy It Now,Active
2019 Chevrolet Malibu,9900.0,2019,69775,Chevrolet,Pre-Owned,,99.9%,12800,,Active
2014 Mercedes-Benz CLS-Class CLS63 AMG S-Model 4MATIC Perform Pkg 34923 Miles,42888.0,2014,34923,Mercedes-Benz,2-Owner KeyLess GO Heated Cooled Seats Loaded Serviced,,99.4%,2900,,Active
1969 Volkswagen Beetle,17995.0,1969,36638,Volkswagen,"CRS America West Jordan, 36638 Miles",,100%,1600,,Active
2022 MERCEDES-BENZ E-Class SPORT SEDAN,31999.0,2022,21534,Mercedes-Benz,World Imports USA – Lotus of Jacksonville Jacksonville,,0%,371,,Active
2014 Volvo S60 T5 Sedan 4D,7993.0,2014,102986,Volvo,Riverside Auto LLC Portland,,100%,129,Buy It Now,Active
2013 Toyota Corolla L 4dr Sedan 4A,12900.0,2013,87277,Toyota,Sam's Auto Akron,,100%,445,Buy It Now,Active
2003 Jaguar S type,11900.0,2003,63000,Jaguar,Pre-Owned,,100%,1100,,Active
2007 Mercedes-Benz S550,17900.0,2007,67000,Mercedes-Benz,Pre-Owned,,100%,41,,Active
2017 Nissan Sentra,7900.0,2017,47694,Nissan,Pre-Owned,,99.9%,12800,,Active
2021 Nissan Altima SR,16995.0,2021,0,Nissan,Lighthouse Lending LLC Conyers,,0%,0,Buy It Now,Active
2008 Pontiac G6 BASE,2500.0,2008,213200,Pontiac,Pre-Owned,,0%,0,,Active
2017 Mercedes-Benz E-Class,12900.0,2017,74807,Mercedes-Benz,Pre-Owned,,99.9%,12800,,Active
2007 Jaguar XJ VANDEN PLAS - REAR ENTERTAINMENT SYSTEM - GORGEOUS!,7995.0,2007,142834,Jaguar,WE SHIP NATIONWIDE - NO DEALER FEES - (954) 388-5612,,100%,1000,,Active
"2023 BMW M760i -xDrive, Luxury Rear Seating, BMW Theater Screen,",84900.0,2023,11609,BMW,"50+ Photos SCROLL DOWN Click ""READ MORE""",,100%,313,,Active
1983 MERCEDES-BENZ 200-Series E SEDAN - (COLLECTORS SERIES),23999.0,1983,21625,Mercedes-Benz,World Imports USA – Lotus of Jacksonville Jacksonville,,0%,371,,Active
1985 Ford Mustang GT 2dr Hatchback,29500.0,1985,16740,Ford,Michael's Auto Sales Mount Clemens,,100%,366,,Active
2019 Toyota Camry SE Sedan 4D,16999.0,2019,101610,Toyota,Dallas I Car Dallas,,100%,16,Buy It Now,Active
2023 Nissan Sentra SV,18995.0,2023,3422,Nissan,"Financing, Transportation & Detailed Video Available",,100%,891,,Active
2023 Honda Civic Sport Sedan 4D,21598.0,2023,52007,Honda,Ellectra Motors Riverside,,100%,7,Buy It Now,Active
2005 Ford Crown Victoria POLICE INTERCEPTOR,9000.0,2005,24500,Ford,Pre-Owned,,0%,15,,Active
2011 Ford Taurus SE,6900.0,2011,190770,Ford,LANGFORD MOTORS INC.,,99.2%,1100,,Active
2016 Chrysler 200 Limited 4dr Sedan,5788.0,2016,107726,Chrysler,Next Auto Inc Mount Clemens,,100%,2900,Buy It Now,Active
2015 BMW 328i 328i Sedan 4D,9695.0,2015,96216,BMW,Concierge Auto Group Glendale,,100%,20,Buy It Now,Active
2023 BMW i7 xDrive60,70999.0,2023,19806,BMW,TxTCharlie Fort Lauderdale,,100%,4,Buy It Now,Active
2008 Mercedes-Benz E350 E 350 4dr Sedan,9240.0,2008,68006,Mercedes-Benz,Car Busters Hayward,,0%,0,Buy It Now,Active
2023 Hyundai Elantra SEL Sedan 4D,14999.0,2023,49696,Hyundai,Andy's Auto and RV Sales Justin,,100%,518,Buy It Now,Active
1963 Ford Galaxie,69999.0,1963,4500,Ford,Pre-Owned,,100%,425,,Active
2022 Chevrolet Malibu LT,17599.0,2022,37022,Chevrolet,"OFF LEASE CARS, INC Carol Stream",,100%,21,Buy It Now,Active
2019 Volkswagen Golf SE,18500.0,2019,42750,Volkswagen,Pre-Owned,,0%,40,,Active
2020 INFINITI Q50 3.0t LUXE Sedan 4D,19998.0,2020,67881,Infiniti,California Motor Center Bellflower,,100%,171,Buy It Now,Active
2019 Mercedes-Benz S560 S560,51995.0,2019,0,Mercedes-Benz,Lighthouse Lending LLC Conyers,,0%,0,Buy It Now,Active
2023 Chrysler 300 Touring,27498.0,2023,838,Chrysler,Crossroads Ford of Apex - We Can help with Financing.,,0%,242,,Active
2011 Toyota Camry LE 4dr Sedan 6A,7995.0,2011,139127,Toyota,Kafco Motors Holbrook,,0%,0,Buy It Now,Active
1966 Ford Mustang,30000.0,1966,40000,Ford,Pre-Owned,0.0,100%,301,Buy It Now,Active
2022 Chevrolet Malibu,12900.0,2022,23333,Chevrolet,Pre-Owned,,99.9%,12800,,Active
2015 Subaru Impreza,24500.0,2015,40500,Subaru,Pre-Owned,,0%,0,,Active
New Listing2015 Chrysler 300 Series 300S Sedan 4D,10990.0,2015,110552,Chrysler,Jericho Motors Columbus,0.0,100%,21,Buy It Now,Active
2021 Honda Civic LX,15500.0,2021,22082,Honda,Pre-Owned,,99.7%,1300,,Active
2020 Mercedes-Benz S-Class S 63 AMG,77995.0,2020,40656,Mercedes-Benz,Varsity Auto Group Westbury,,0%,0,,Active
2019 BMW M5,40000.0,2019,55894,BMW,Pre-Owned,0.0,0%,191,Buy It Now,Active
1999 Jaguar XJR SUPERCHARGED low miles 83K free shipping fully serviced,15800.0,1999,82210,Jaguar,SUPERCHARGED V8 Low miles 82K Clean serviced and unique,,100%,725,,Active
2021 Dodge Charger Scat Pack Sedan 4D,28777.0,2021,48119,Dodge,IE Auto Sales Riverside,,0%,0,Buy It Now,Active
2021 MERCEDES-BENZ A-CLASS A 220 SPORT SEDAN,20999.0,2021,37027,Mercedes-Benz,World Imports USA – Lotus of Jacksonville Jacksonville,,0%,371,,Active
2022 Porsche Taycan GTS,73999.0,2022,37545,Porsche,TxTCharlie Fort Lauderdale,,100%,4,Buy It Now,Active
1940 Ford Deluxe,69999.99,1940,12800,Ford,Pre-Owned,,100%,1700,,Active
2021 Audi RS5 AWD 2.9T QUATTRO RS5 SPORTBACK-EDITION(TURBO),53995.0,2021,15889,Audi,(480-559-4769)CALL OR TEXT MARK ANYTIME,,100%,3400,,Active
2018 Dodge Charger R/T,20995.0,2018,86099,Dodge,Baha Auto North Chicago,,0%,0,Buy It Now,Active
2020 Kia Optima S Sedan 4D,18999.0,2020,79548,Kia,Yep Car LLC Dothan,,100%,97,,Active
2018 BMW M3,48799.0,2018,67483,BMW,Jacobs Mitsubishi Chapel Chapel,,0%,1100,,Active
2017 Mercedes-Benz S-Class S600 V12 JUST SERVICED 2 OWNER CARFAX CERT,59890.0,2017,44060,Mercedes-Benz,Pre-Owned,,100%,2100,Buy It Now,Active
2022 Mercedes-Benz S-Class S580 4MATIC - EXEC & REAR SEAT PKG - ONLY 28K MILES!,84999.0,2022,28646,Mercedes-Benz,Pre-Owned,,100%,27,Buy It Now,Active
2019 BMW 5-Series STUNNING BLUESTONE METALLIC M-POWER M550i xDrive 🔥🔥🔥,27500.0,2019,43149,BMW,Pre-Owned,,93.8%,2200,Buy It Now,Active
2008 Chrysler 300 TOURING,14000.0,2008,65000,Chrysler,Pre-Owned,,98.8%,1300,,Active
2023 Tesla Model S Plaid Sedan 4D,67500.0,2023,23566,Tesla,Get Used Tesla Fresno,,100%,5,Buy It Now,Active
2022 Tesla Model S Plaid Sedan 4D,61000.0,2022,37508,Tesla,Get Used Tesla Fresno,,100%,5,Buy It Now,Active
2016 Tesla Model S P90D,26999.0,2016,47535,Tesla,WorldWide Inc Phoenix,,100%,204,Buy It Now,Active
2013 Audi A6 Quattro 3.0T Premium Plus Sedan 4D,11250.0,2013,72690,Audi,HP Auto Sacramento,,100%,1,Buy It Now,Active
2018 Tesla Model 3 Long Range,17250.0,2018,99983,Tesla,EV Auto - Lehi Lehi,,100%,11,,Active
2019 Ford Mustang,12900.0,2019,46149,Ford,Pre-Owned,,99.9%,12800,,Active
2020 Hyundai Santa Fe,13900.0,2020,66648,Hyundai,Pre-Owned,,99.9%,12800,,Active
2020 Volkswagen Jetta 1.4T R-Line Sedan 4D,14777.0,2020,54134,Volkswagen,PROSPERITY MOTORS OF TEXAS Carrolton,,100%,726,Buy It Now,Active
2011 Nissan Altima 3.5 SR,6900.0,2011,140309,Nissan,Pre-Owned,,87.5%,992,,Active
"2014 Jaguar XJ XJL Portfolio AWD V6 Supercharged 2-Owner 63,243 Miles Serviced",17988.0,2014,63243,Jaguar,KeyLess Start Entry Premium Sound Xenon Lights Loaded,,99.4%,2900,,Active
2019 Tesla Model 3 Long Range,23990.0,2019,54678,Tesla,EV Auto - Bountiful Bountiful,,100%,11,,Active
2003 Mercedes-Benz E-Class 320,14999.0,2003,24280,Mercedes-Benz,Amazing condition extremely low mileage,,100%,1500,Buy It Now,Active
2014 Mercedes-Benz C-Class 250,11000.0,2014,86400,Mercedes-Benz,Pre-Owned,,100%,6,,Active
1931 Ford Model A,43500.0,1931,2000,Ford,Pre-Owned,,100%,337,,Active
2021 Audi A8 Quattro Quattro L 60,46995.0,2021,51755,Audi,"Financing, Transportation & Detailed Video Available",,100%,891,,Active
2010 Hummer H3,7995.0,2010,172000,Hummer,Pre-Owned,,100%,1600,,Active
2019 Kia Optima S Sedan 4D,15999.0,2019,108469,Kia,Yep Car LLC Dothan,,100%,97,,Active
2015 MINI Cooper S Hardtop 4 Door,8995.0,2015,118422,Mini,FAST LOWCOST SHIPPING! FREE CARFAX! FLCARCOLLECTION.COM,,100%,437,,Active
2023 Hyundai Sonata SEL,22000.0,2023,6649,Hyundai,Plaza Auto Mall Hyundai BROOKLYN,,97.4%,304,,Active
2021 Mercedes-Benz S-Class S580 4MATIC - 1 OWNER - HIGHLY UPGRADED - BIG MSRP!,89999.0,2021,15129,Mercedes-Benz,Pre-Owned,,98.7%,1200,Buy It Now,Active
2019 Audi A4 2.0T Premium Plus,15495.0,2019,118339,Audi,Legend Motors Inc Detroit,,0%,0,,Active
1929 Ford Sedan 2dr Sedan StreetRod STEEL BODY,33000.0,1929,26049,Ford,In Gear Motors Miami,,98.4%,675,,Active
2025 BMW i7 xDrive60 Sedan 4D,92999.0,2025,22863,BMW,"Beau Auto Services, LLC Snellville",,100%,22,,Active
2017 Volkswagen Passat 1.8T SE Sedan 4D,9999.0,2017,132734,Volkswagen,Truck Farm of Nacogdoches LLC Nacogdoches,,100%,76,Buy It Now,Active
2015 Jaguar XF 2.0T Premium 4dr Sedan,10250.0,2015,94500,Jaguar,ManyEcars LLC Mt Dora,,100%,446,,Active
2023 Mercedes-Benz EQS 580,51999.0,2023,41648,Mercedes-Benz,TxTCharlie Fort Lauderdale,,100%,4,Buy It Now,Active
2021 Porsche Taycan 4S,64950.0,2021,42251,Porsche,50+ Photos CLICK 'READ MORE',,100%,405,,Active
2021 Dodge Charger SXT Sedan 4D,20000.0,2021,85343,Dodge,Evoke Autos LLC Jonesboro,,100%,72,Buy It Now,Active
2018 Honda Civic EX,16700.0,2018,66210,Honda,Pre-Owned,,0%,13,,Active
1951 DeSoto Custom Hot Rod,16500.0,1951,7000,DeSoto,Pre-Owned,,100%,73,Buy It Now,Active
2020 Tesla Model 3,20950.0,2020,48889,Tesla,Pre-Owned,,0%,0,,Active
2023 Audi RS7 Sportback Sedan 4D,99995.0,2023,25198,Audi,RP Exotics St. Louis,,100%,100,Buy It Now,Active
2018 Tesla Model 3 Long Range Sedan 4D,16925.0,2018,90001,Tesla,Houston Auto Sales Houston,,98.3%,1000,Buy It Now,Active
2013 Mercedes-Benz E350 E 350 Sedan 4D,8995.0,2013,102306,Mercedes-Benz,Auto Geneva Los Angeles,,0%,0,Buy It Now,Active
2017 Cadillac Cts-V Sedan 4D,58777.0,2017,50992,Cadillac,IE Auto Sales Riverside,,0%,0,Buy It Now,Active
2017 Mercedes-Benz E-Class E300 Luxury 4MATIC Sedan,23975.0,2017,38000,Mercedes-Benz,Black on Black 38k miles New Wheels & Tires,,100%,157,,Active
2019 Honda Civic EX Sedan 4D,17999.0,2019,45075,Honda,Andy's Auto and RV Sales Justin,,100%,518,Buy It Now,Active
2002 BMW 530i 530iA 4dr Sdn 5-Spd Auto,8500.0,2002,88000,BMW,EV Auto Sales Denton,,0%,0,Buy It Now,Active
2022 Nissan Sentra,12900.0,2022,41782,Nissan,Pre-Owned,,99.9%,12800,,Active
2014 BMW 328i 328i Sedan 4D,8695.0,2014,106499,BMW,MAX AUTO LLC Portland,,98.9%,589,Buy It Now,Active
1957 Chevrolet Bel Air/150/210 LS3 Restomod,64995.0,1957,0,Chevrolet,70+ Photos and Video SCROLL DOWN click READ MORE,,97.2%,590,,Active
2014 Volkswagen Passat TDI SE Sedan 4D,6390.0,2014,147000,Volkswagen,Auto Geneva Los Angeles,,0%,0,Buy It Now,Active
2020 Toyota Corolla LE,14500.0,2020,107505,Toyota,Pre-Owned,,0%,0,,Active
2023 GMC Terrain,14900.0,2023,31816,GMC,Pre-Owned,,99.9%,12800,,Active
1960 Facel Vega Excellence EX1 Sedan,75000.0,1960,40512,Facel Vega,Excellence EX1 Sedan,,100%,1100,,Active
2018 Ford Expedition,18900.0,2018,65317,Ford,Pre-Owned,,99.9%,12800,,Active
"1940 Ford Sedan Deluxe, Hot Rod, 355 V8, All-Steel",31000.0,1940,52473,Ford,Pre-Owned,,100%,276,,Active
2020 Audi A6,25500.0,2020,63500,Audi,Pre-Owned,,100%,600,,Active
2017 Maserati S,21800.0,2017,51009,Maserati,Pre-Owned,,0%,291,,Active
2018 Dodge Challenger,19900.0,2018,68721,Dodge,Pre-Owned,,99.9%,12800,,Active
2019 Ford Fusion SE,9499.0,2019,100071,Ford,"OFF LEASE CARS, INC Carol Stream",,100%,21,Buy It Now,Active
2024 Alfa Romeo Giulia GIULIA TI,39900.0,2024,2886,Alfa Romeo,Pre-Owned,,100%,1000,,Active
New Listing2021 Audi RS7 AWD AWS 4.0T QUATTRO RS7-EDITION(ALL WHEEL STEERING),76995.0,2021,26989,Audi,(480-559-4769)CALL OR TEXT MARK ANYTIME,,100%,3400,,Active
2019 Dodge Charger SXT,18995.0,2019,48090,Dodge,Auto House of Bloomington Bloomington,,0%,0,,Active
2007 Mercedes-Benz 500-Series,5000.0,2007,187000,Mercedes-Benz,CALL TITUS 863 661 0292 OPEN TO OFFERS/TRADES,0.0,100%,758,Auction,Active
New Listing2025 Karma Revero Label Sedan BRAND NEW! NEWEST GEN! MSRP $158K+! LO,123800.0,2025,66,,Chicago Motor Cars Naperville,,100%,1600,,Active
2012 Rolls-Royce Ghost,78900.0,2012,42140,Rolls-Royce,Pre-Owned,,100%,5,,Active
2019 Tesla Model S Performance AWD 4dr Liftback w/Ludicrous Mode,37000.0,2019,67053,Tesla,American Supercars Fresno,,100%,460,Buy It Now,Active
2011 INFINITI G25 Base 4dr Sedan,11640.0,2011,60540,Infiniti,Car Busters Hayward,,0%,0,Buy It Now,Active
2023 Audi A4 Sedan S line Premium Plus 45 TFSI quattro,23950.0,2023,57963,Audi,Pre-Owned,,100%,785,,Active
1979 Rolls-Royce Silver Shadow II,49975.0,1979,112500,Rolls-Royce,Park-Ward Motors;Crystal Lake Illinois-Worldwide Shippi,,100%,180,,Active
2017 Maserati Ghibli S 4dr Sedan,21998.0,2017,56786,Maserati,E.J. Motors Inc McDonough,,100%,1,Buy It Now,Active
2022 Toyota Corolla PREMIUM SEDAN,15900.0,2022,83613,Toyota,RUNS PERFECT ! HYBRID!  JUST SERVICED!,,96%,1400,,Active
2010 Honda Accord EX Sedan 4D,6499.0,2010,182929,Honda,Adams Auto Body & Sales Inc DOLTON,,0%,0,Buy It Now,Active
1937 Ford Other,37500.0,1937,15000,Ford,BEAUTIFUL STREET ROD,,100%,1500,,Active
2018 Ford Fiesta,6900.0,2018,68505,Ford,Pre-Owned,,99.9%,12800,,Active
New Listing1948 Buick Special - SUPER SEDAN - SHOW QUALITY CUSTOM BUILD - SEE VI,149900.0,1948,75,Buick,Pre-Owned,,100%,274,,Active
2017 Mercedes-Benz C300 C300 Sedan,19495.0,2017,92664,Mercedes-Benz,HighEnd Motors Chicago,,0%,0,,Active
2021 BMW 5-Series 540i,22881.0,2021,87113,BMW,Pre-Owned,0.0,0%,1100,Buy It Now,Active
2021 Mercedes-Benz S580 S 580 4MATIC Sedan 4D,60222.0,2021,48789,Mercedes-Benz,PROSPERITY MOTORS OF TEXAS Carrolton,,100%,726,Buy It Now,Active
1954 Chevrolet sedan delivery,64900.0,1954,11800,Chevrolet,Restoration Warehouse The best CLASSIC & Unique Cars in,,100%,1,,Active
2013 Chrysler 300 Series,39850.0,2013,19500,Chrysler,Pre-Owned,,97.4%,1700,,Active
2019 BMW 650i Gran Coupe 650i,30996.0,2019,60996,BMW,Lake Norman Auto Sports Inc Denver,,0%,0,Buy It Now,Active
2023 Toyota Corolla LE SEDAN 2021 2022 2020 2024,14500.0,2023,21499,Toyota,Pre-Owned,,99.7%,1300,,Active
1955 Ford F-250,21000.0,1955,65000,Ford,Pre-Owned,,100%,19,,Active
2023 BMW i7 xDrive60,71999.0,2023,23372,BMW,TxTCharlie Fort Lauderdale,,100%,4,Buy It Now,Active
2023 Kia Forte LXS Sedan 4D,16490.0,2023,34500,Kia,Auto Geneva Los Angeles,,0%,0,Buy It Now,Active
2018 Audi A8 Quattro L 3.0T Sedan 4D,19899.0,2018,94594,Audi,My Dream Car Garage Dallas,,0%,0,Buy It Now,Active
2017 Chevrolet Malibu LT Sedan 4D,8980.0,2017,113854,Chevrolet,MYST Auto Troy,,0%,13,,Active
2016 Bentley Flying Spur V8,65900.0,2016,47042,Bentley,Pre-Owned,,87.5%,992,,Active
2019 Ford Fusion SEL,11995.0,2019,117679,Ford,Legend Motors Inc Detroit,,0%,0,,Active
2025 Audi Other,68990.0,2025,13500,Audi,Rosso Corsa Costa Mesa,,90%,758,Buy It Now,Active
"1948 Other Makes MODEL 75 SPORTS SALOON LIKE JAGUAR,ROLLS,BENTLEY BARN FIND",8000.0,1948,99999,,CALL TITUS 863 661 0292 LETS TALK OPEN TO SOLID OFFER,0.0,100%,758,Auction,Active
2021 Tesla Model S Long Range Plus Sedan 4D,32495.0,2021,55097,Tesla,MAX AUTO LLC Portland,,98.9%,589,Buy It Now,Active
2023 Cadillac ct4 Blackwing ATS V ATs-V Ct4 6 SPEED ***SHIPPING / FINANCING,42995.0,2023,22178,Cadillac,Pre-Owned,,100%,1400,Buy It Now,Active
2022 Nissan Altima,13900.0,2022,52219,Nissan,Pre-Owned,,99.9%,12800,,Active
2024 BMW 3 Series 330i xDrive,37800.0,2024,5781,BMW,Pre-Owned,,100%,315,,Active
2016 Hyundai Sonata HYBRID SE,13995.0,2016,41222,Hyundai,Auto House of Bloomington Bloomington,,0%,0,,Active
New Listing2021 Mercedes-Benz A-Class A 220 4MATIC Sedan,23800.0,2021,27000,Mercedes-Benz,Pre-Owned,,100%,785,,Active
2025 BMW 4 Series M440i Gran,53800.0,2025,15144,BMW,Pre-Owned,,100%,315,,Active
New Listing2010 Dodge Charger SE,6900.0,2010,109973,Dodge,Pre-Owned,,87.5%,992,,Active
"2021 Mercedes-Benz S-Class S580 4MATIC - HUGE WINDOW STICKER - CUSTOM 22"" WHEELS",66999.0,2021,48959,Mercedes-Benz,Pre-Owned,,98.7%,1200,Buy It Now,Active
2011 Honda Civic LX Sedan 4D,5999.0,2011,182100,Honda,Adams Auto Body & Sales Inc DOLTON,,0%,0,Buy It Now,Active
Cadillac: DTS,4643.19,2009,116000,Cadillac,Pre-Owned,,100%,103,Buy It Now,Active
2024 Toyota Corolla SE,26800.0,2024,22288,Toyota,Pre-Owned,,100%,10,,Active
1956 Chevrolet Bel Air/150/210 Restomod,69995.0,1956,750,Chevrolet,70+ Photos and Video SCROLL DOWN click READ MORE,,97.2%,590,,Active
